27	87
27	113
27	124
27	140
27	157
27	161
27	168
27	173
28	28
28	29
28	30
28	31
28	32
28	33
28	36
28	68
28	121
28	145
28	166
29	29
29	30
29	31
29	32
29	33
29	69
30	30
30	31
30	32
30	33
30	70
30	144
30	152
30	174
31	31
31	32
31	33
31	72
31	91
31	97
31	98
31	101
31	127
32	32
32	33
32	73
32	177
33	33
33	74
33	110
33	132
33	162
33	179
34	34
34	35
34	40
34	42
34	56
34	58
34	61
34	65
34	75
34	78
34	83
34	85
34	87
34	113
34	124
34	136
34	140
34	157
34	173
35	35
35	38
35	48
35	51
35	63
35	64
35	66
35	107
35	136
35	165
36	36
36	68
36	121
36	145
36	166
37	37
37	49
37	67
37	90
37	105
37	107
37	119
37	126
37	135
37	141
37	150
38	38
38	48
38	51
38	63
38	64
38	66
38	96
38	107
38	118
38	131
38	135
38	156
38	162
38	165
39	39
39	92
39	119
39	125
39	147
40	40
40	42
40	56
40	58
40	61
40	65
40	75
40	78
40	83
40	85
40	87
40	113
40	124
40	130
40	140
40	151
40	157
40	173
41	41
41	95
41	112
41	126
41	129
41	138
41	164
41	170
42	42
42	43
42	44
42	45
42	46
42	56
42	58
42	61
42	65
42	75
42	78
42	83
42	85
42	87
42	100
42	102
42	113
42	124
42	140
42	157
42	173
43	43
43	44
43	45
43	46
43	76
43	84
43	88
43	100
43	102
43	108
43	168
44	44
44	45
44	46
44	100
44	102
44	104
44	114
44	131
44	139
44	176
44	178
45	45
45	46
45	93
45	100
45	102
45	115
45	134
45	149
45	155
46	46
46	100
46	102
46	116
46	153
46	171
47	47
47	48
47	49
47	50
47	80
47	82
47	133
47	161
47	179
48	48
48	49
48	50
48	51
48	63
48	64
48	66
48	107
48	165
48	179
49	49
49	50
49	67
49	90
49	105
49	119
49	135
49	141
49	179
50	50
50	54
50	59
50	60
50	62
50	77
50	79
50	86
50	111
50	159
50	179
51	51
51	63
51	64
51	66
51	107
51	165
52	52
52	53
52	102
52	109
52	128
52	150
52	158
52	170
52	175
53	53
53	95
53	102
53	128
53	150
53	158
53	170
53	175
54	54
54	59
54	60
54	62
54	77
54	79
54	86
54	111
54	159
55	55
55	90
55	99
55	109
55	112
55	137
55	142
55	143
55	169
56	56
56	58
56	61
56	65
56	75
56	78
56	83
56	85
56	87
56	111
56	113
56	124
56	140
56	157
56	166
56	173
57	57
57	101
57	103
57	118
57	120
57	164
57	169
58	58
58	59
58	61
58	65
58	75
58	78
58	83
58	85
58	87
58	113
58	124
58	140
58	147
58	153
58	157
58	165
58	173
59	59
59	60
59	62
59	77
59	79
59	86
59	111
59	147
59	153
59	159
59	165
60	60
60	62
60	77
60	79
60	86
60	111
60	129
60	139
60	157
60	159
61	61
61	62
61	65
61	75
61	78
61	83
61	85
61	87
61	113
61	115
61	124
61	140
61	157
61	173
62	62
62	77
62	79
62	86
62	111
62	115
62	159
63	63
63	64
63	66
63	107
63	133
63	163
63	165
64	64
64	66
64	107
64	124
64	165
65	65
65	75
65	78
65	83
65	85
65	87
65	113
65	124
65	140
65	157
65	173
65	174
66	66
66	107
66	165
67	67
67	90
67	105
67	119
67	135
67	141
68	68
68	69
68	70
68	71
68	72
68	73
68	74
68	121
68	122
68	145
68	166
69	69
69	70
69	71
69	72
69	73
69	74
69	122
70	70
70	71
70	72
70	73
70	74
70	122
70	144
70	152
70	174
71	71
71	72
71	73
71	74
71	94
71	122
71	156
72	72
72	73
72	74
72	91
72	97
72	98
72	101
72	122
72	127
73	73
73	74
73	122
73	177
74	74
74	110
74	122
74	132
74	162
74	179
75	75
75	76
75	78
75	83
75	85
75	87
75	103
75	113
75	124
75	125
75	127
75	140
75	152
75	157
75	173
75	178
76	76
76	84
76	88
76	103
76	108
76	125
76	127
76	152
76	168
76	178
77	77
77	79
77	86
77	110
77	111
77	159
78	78
78	79
78	83
78	85
78	87
78	113
78	124
78	140
78	146
78	157
78	173
79	79
79	86
79	111
79	146
79	159
80	80
80	82
80	91
80	133
80	145
80	148
80	161
80	176
81	81
81	96
81	97
81	106
81	123
81	136
81	140
82	82
82	133
82	149
82	161
83	83
83	84
83	85
83	87
83	105
83	113
83	124
83	140
83	157
83	173
84	84
84	88
84	105
84	108
84	168
85	85
85	86
85	87
85	94
85	113
85	124
85	140
85	157
85	173
86	86
86	94
86	111
86	159
87	87
87	88
87	104
87	113
87	124
87	140
87	157
87	160
87	173
88	88
88	104
88	108
88	160
88	168
89	89
89	120
89	151
89	172
89	177
90	90
90	105
90	112
90	119
90	135
90	141
91	91
91	97
91	98
91	101
91	127
91	145
91	148
91	176
92	92
92	108
92	125
92	147
92	173
93	93
93	115
93	134
93	141
93	149
93	155
93	159
94	94
94	156
95	95
95	112
95	126
95	129
95	138
95	164
96	96
96	118
96	123
96	131
96	135
96	136
96	156
96	162
97	97
97	98
97	101
97	106
97	127
97	140
98	98
98	101
98	114
98	121
98	127
99	99
99	109
99	137
99	142
99	143
99	144
99	169
100	100
100	102
100	106
100	117
101	101
101	120
101	127
101	164
101	169
102	102
102	128
102	150
102	158
102	170
102	175
103	103
103	118
103	125
103	127
103	152
103	178
104	104
104	114
104	131
104	139
104	160
104	176
104	178
105	105
105	119
105	135
105	141
106	106
106	117
106	140
107	107
107	126
107	150
107	165
108	108
108	168
108	173
109	109
109	137
109	142
109	143
109	169
110	110
110	132
110	162
110	179
111	111
111	159
111	166
112	112
112	126
112	129
112	138
112	164
113	113
113	124
113	140
113	157
113	173
114	114
114	121
114	131
114	139
114	176
114	178
115	115
115	134
115	149
115	155
116	116
116	153
116	171
116	175
117	117
117	171
118	118
118	131
118	135
118	156
118	162
119	119
119	135
119	141
120	120
120	151
120	164
120	169
120	172
121	121
121	145
121	166
122	122
122	130
122	154
122	160
123	123
123	136
124	124
124	140
124	157
124	173
125	125
125	127
125	147
125	152
125	178
126	126
126	129
126	138
126	150
126	164
127	127
127	152
127	178
128	128
128	138
128	150
128	158
128	167
128	170
128	175
129	129
129	138
129	139
129	157
129	164
130	130
130	151
130	154
130	160
131	131
131	135
131	139
131	156
131	162
131	176
131	178
132	132
132	154
132	162
132	179
133	133
133	161
133	163
134	134
134	149
134	155
135	135
135	141
135	156
135	162
136	136
137	137
137	142
137	143
137	169
137	172
138	138
138	164
138	167
139	139
139	157
139	176
139	178
140	140
140	157
140	173
141	141
141	159
142	142
142	143
142	169
143	143
143	169
144	144
144	152
144	174
145	145
145	148
145	166
145	176
146	146
146	148
146	163
146	167
147	147
147	153
147	165
148	148
148	163
148	167
148	176
149	149
149	155
150	150
150	158
150	170
150	175
151	151
151	172
152	152
152	174
152	178
153	153
153	165
153	171
154	154
154	160
155	155
156	156
156	162
157	157
157	173
158	158
158	170
158	175
159	159
160	160
161	161
161	168
162	162
162	179
163	163
163	167
164	164
164	169
165	165
166	166
167	167
168	168
169	169
170	170
170	175
171	171
172	172
173	173
174	174
175	175
176	176
176	178
177	177
178	178
179	179
