Index,pro_id
390,hsa:51292
391,hsa:513
392,hsa:51302
393,hsa:5136
394,hsa:51365
395,hsa:5137
396,hsa:5138
397,hsa:5140
398,hsa:5141
399,hsa:5142
400,hsa:5143
401,hsa:5144
402,hsa:5145
403,hsa:5146
404,hsa:5147
405,hsa:5148
406,hsa:5149
407,hsa:5150
408,hsa:5151
409,hsa:5152
410,hsa:5156
411,hsa:5158
412,hsa:5159
413,hsa:51601
414,hsa:51645
415,hsa:5167
416,hsa:5168
417,hsa:5169
418,hsa:51727
419,hsa:52
420,hsa:5294
421,hsa:53
422,hsa:5319
423,hsa:5320
424,hsa:5321
425,hsa:5322
426,hsa:5327
427,hsa:5328
428,hsa:5330
429,hsa:5331
430,hsa:5332
431,hsa:5333
432,hsa:5335
433,hsa:5336
434,hsa:5337
435,hsa:5338
436,hsa:5340
437,hsa:5351
438,hsa:53938
439,hsa:54
440,hsa:5406
441,hsa:5407
442,hsa:5408
443,hsa:5422
444,hsa:5423
445,hsa:5444
446,hsa:5445
447,hsa:5447
448,hsa:54490
449,hsa:54575
450,hsa:54576
451,hsa:54577
452,hsa:54578
453,hsa:54579
454,hsa:54600
455,hsa:54657
456,hsa:54658
457,hsa:54659
458,hsa:54677
459,hsa:5470
460,hsa:5475
461,hsa:5476
462,hsa:5478
463,hsa:5479
464,hsa:5481
465,hsa:54878
466,hsa:5494
467,hsa:5495
468,hsa:5496
469,hsa:5499
470,hsa:55
471,hsa:5500
472,hsa:5501
473,hsa:5515
474,hsa:5516
475,hsa:5523
476,hsa:5530
477,hsa:5531
478,hsa:55312
479,hsa:5532
480,hsa:5533
481,hsa:55359
482,hsa:5536
483,hsa:5537
484,hsa:5538
485,hsa:5547
486,hsa:5550
487,hsa:55512
488,hsa:5562
489,hsa:55775
490,hsa:558
491,hsa:55811
492,hsa:55902
493,hsa:5594
494,hsa:5595
495,hsa:5596
496,hsa:5597
497,hsa:5598
498,hsa:5599
499,hsa:5600
500,hsa:5601
501,hsa:5602
502,hsa:5603
503,hsa:5604
504,hsa:5605
505,hsa:5606
506,hsa:5607
507,hsa:5608
508,hsa:5624
509,hsa:5625
510,hsa:5645
511,hsa:5646
512,hsa:5650
513,hsa:5651
514,hsa:5657
515,hsa:56922
516,hsa:57016
517,hsa:57176
518,hsa:5740
519,hsa:5742
520,hsa:5743
521,hsa:5747
522,hsa:5754
523,hsa:57665
524,hsa:58190
525,hsa:5831
526,hsa:5834
527,hsa:5836
528,hsa:5837
529,hsa:586
530,hsa:5860
531,hsa:587
532,hsa:590
533,hsa:5972
534,hsa:5979
535,hsa:6098
536,hsa:613
537,hsa:6240
538,hsa:6241
539,hsa:6259
540,hsa:6300
541,hsa:63036
542,hsa:635
543,hsa:63904
544,hsa:64087
545,hsa:6416
546,hsa:64499
547,hsa:645
548,hsa:64600
549,hsa:64802
550,hsa:64816
551,hsa:64850
552,hsa:64902
553,hsa:657
554,hsa:658
555,hsa:660
556,hsa:6609
557,hsa:6610
558,hsa:6646
559,hsa:6652
560,hsa:670
561,hsa:6713
562,hsa:6714
563,hsa:6716
564,hsa:6725
565,hsa:6768
566,hsa:6799
567,hsa:683
568,hsa:686
569,hsa:6897
570,hsa:6898
571,hsa:695
572,hsa:7006
573,hsa:7010
574,hsa:7015
575,hsa:7046
576,hsa:7054
577,hsa:7075
578,hsa:7083
579,hsa:7084
580,hsa:7150
581,hsa:7153
582,hsa:7155
583,hsa:7156
584,hsa:7172
585,hsa:7173
586,hsa:7174
587,hsa:7294
588,hsa:7297
589,hsa:7298
590,hsa:7299
591,hsa:7301
592,hsa:7363
593,hsa:7364
594,hsa:7365
595,hsa:7366
596,hsa:7367
597,hsa:7371
598,hsa:7372
599,hsa:7378
600,hsa:7453
601,hsa:7498
602,hsa:7525
603,hsa:7535
604,hsa:759
605,hsa:760
606,hsa:761
607,hsa:762
608,hsa:763
609,hsa:765
610,hsa:766
611,hsa:767
612,hsa:768
613,hsa:771
614,hsa:780
615,hsa:79001
616,hsa:7957
617,hsa:79799
618,hsa:80339
619,hsa:80824
620,hsa:81579
621,hsa:8192
622,hsa:8288
623,hsa:834
624,hsa:8398
625,hsa:8399
626,hsa:84152
627,hsa:84171
628,hsa:8435
629,hsa:84532
630,hsa:84618
631,hsa:84695
632,hsa:84706
633,hsa:84812
634,hsa:8513
635,hsa:8529
636,hsa:85313
637,hsa:8555
638,hsa:8556
639,hsa:8558
640,hsa:8622
641,hsa:8654
642,hsa:8836
643,hsa:8854
644,hsa:8940
645,hsa:8972
646,hsa:90
647,hsa:9023
648,hsa:9088
649,hsa:91
650,hsa:91039
651,hsa:9150
652,hsa:93
653,hsa:93650
654,hsa:9388
655,hsa:94
656,hsa:94009
657,hsa:9420
658,hsa:9563
659,hsa:9601
660,hsa:9641
661,hsa:9647
662,hsa:983
663,hsa:9945
664,hsa:9955
